Mov_id,Title,Year,Critic_rate,Aud_rate,Aud_count,Dir_id
2020,Dangerous Liaisons,1988,7.7,3.7,11359,stephen_frears
2021,Dune,1984,6.1,3.4,17715,david_lynch
2022,The Last Temptation of Christ,1988,7.3,3.7,7365,martin_scorsese
2023,The Godfather: Part III,1990,6.4,3.7,68556,francis_ford_coppola
2024,The Rapture,1991,6.5,3.2,627,michael_tolkin
2025,Lolita,1962,8,3.7,11593,stanley_kubrick
2026,Disturbing Behavior,1998,4.4,2.7,4794,david_nutter
2027,Jane Austen's Mafia!,1998,4,2.7,1995,jim_abrahams
2028,Saving Private Ryan,1998,8.2,4,139463,steven_spielberg
2029,Billy's Hollywood Screen Kiss,1998,6.5,3.4,686,tommy_ohaver
2030,Dong gong xi gong,1996,6.3,0,0,zhang_yuan
2031,The Million Dollar Duck,1971,3.5,0,0,vincent_mceveety
2032,The Barefoot Executive,1971,0,0,0,robert_butler
2033,The Black Cauldron,1985,5.8,3.1,5461,ted-berman
2034,The Black Hole,1979,5.1,3,2357,gary_nelson
2035,Blackbeard's Ghost,1968,5.6,3.3,1038,robert_stevenson
2036,Blank Check,1994,2.6,0,0,rupert_wainwright
2037,Candleshoe,1977,0,0,0,norman_tokar
2038,The Cat from Outer Space,1978,0,0,0,norman_tokar
2039,Cheetah,1989,5.5,3.3,357,jeff_blyth
2040,The Computer Wore Tennis Shoes,1969,5.6,0,0,robert_butler
2041,Condorman,1981,3.9,2.9,1334,charles_jarrott
2042,D2: The Mighty Ducks,1994,3.8,2.9,13731,sam_weisman
2043,Darby O'Gill and the Little People,1959,6.9,3.5,2183,robert_stevenson
2044,The Devil and Max Devlin,1981,3.9,0,0,steven_hilliard_stern
2045,A Far Off Place,1993,4.9,3.3,2508,mikael_salomon
2046,Flight of the Navigator,1986,5.7,0,0,randal_kleiser
2047,The Gnome-Mobile,1967,0,3.4,654,robert_stevenson
2048,The Great Mouse Detective,1986,6.8,3.3,8687,ron_clements
2049,The Happiest Millionaire,1967,0,3.8,694,norman_tokar
2050,Herbie Goes Bananas,1980,0,2.9,2642,vincent_mceveety
2051,Herbie Goes to Monte Carlo,1977,5,0,0,vincent_mceveety
2052,Hocus Pocus,1993,4.1,3.1,21690,kenny_ortega
2053,Honey I Blew Up the Kid,1992,4.9,2.5,10297,randal_kleiser
2054,Honey I Shrunk the Kids,1989,6.1,2.9,22644,joe_johnston
2055,Hot Lead and Cold Feet,1978,0,0,0,robert_butler
2056,In Search of the Castaways,1962,0,0,0,robert_stevenson
2058,The Negotiator,1998,0,0,0,katsuyuki_motohiro
2060,BASEketball,1998,5,3.2,19777,david_zucker
2061,Full Tilt Boogie,1997,0,0,0,sarah_kelly
2062,The Governess,1998,6.4,3.2,534,sandra_goldbacher
2063,Le septième ciel,1997,5.3,3.4,192,benoit_jacquot
2064,Roger & Me,1989,8.8,0,0,1055159-michael_moore
2065,The Purple Rose of Cairo,1985,7.7,0,0,woody_allen
2066,Out of the Past,1947,8.6,4.2,2206,jacques_tourneur
2067,Doctor Zhivago,1965,7.2,3.8,11535,david_lean
2068,Fanny och Alexander,1982,8.9,4.4,5627,ingmar_bergman
2069,The Trip to Bountiful,1985,7.2,4,434,peter_masterson
2070,Tender Mercies,1983,7.3,0,0,bruce_beresford
2071,And the Band Played On,1993,7.3,0,0,roger_spottiswoode
2072,The 'burbs,1989,5.2,3.3,10248,joe_dante
2073,Fandango,1985,6.3,0,0,kevin_reynolds
2074,Il portiere di notte,1974,5.6,3.6,1475,liliana_cavani
2075,Mephisto,1981,6.9,3.9,757,istvan_szabo
2076,Blue Velvet,1986,8.4,4,25218,david_lynch
2077,The Journey of Natty Gann,1985,6.7,3.5,1251,jeremy_kagan
2079,Kidnap,2008,0,0,0,sanjay-gadhavi
2080,Lady and the Tramp,1955,7.4,3.5,37042,clyde_geronimi
2081,The Little Mermaid,1989,8,3.6,80670,john_musker
2082,The Mighty Ducks,1992,3.8,3.1,14328,stephen_herek
2083,The Muppet Christmas Carol,1992,6,0,0,brian_henson
2084,Newsies,1992,4.5,3.8,10436,kenny_ortega
2086,One Magic Christmas,1985,5.4,3.4,844,phillip_borsos
2087,Peter Pan,2003,6.8,3.3,47413,pj_hogan
2088,Popeye,1980,5.8,2.6,6384,robert_altman
2089,The Rescuers Down Under,1990,6,3.2,8757,mike-gabriel
2090,The Rescuers,1977,6.6,3.2,7689,john-lounsbery
2091,Race to Witch Mountain,2009,5.1,3.2,150558,andy_fickman
2092,The Return of Jafar,1994,3.6,0,0,toby_shelton
2093,Return to Oz,1985,5.7,3.1,14348,walter_murch
2094,The Rocketeer,1991,5.8,2.9,8053,joe_johnston
2095,The Shaggy D.A.,1976,5.4,3.2,263,robert_stevenson
2096,Sleeping Beauty,1959,7.8,3.4,42607,clyde_geronimi
2097,Something Wicked This Way Comes,1983,6.1,3.4,2097,jack_clayton
2098,Son of Flubber,1963,6.2,0,0,robert_stevenson
2099,Song of the South,1946,5.6,3.6,1559,harve_foster
2100,Splash,1984,6.9,3,12492,ron_howard
2101,Squanto: A Warrior's Tale,1994,5.6,3.3,515,xavier_koller
2102,Steamboat Willie,1928,0,0,0,walt_disney
2103,Tall Tale,1995,5.5,0,0,ernie_orsatti_ii
2104,Tex,1982,6.9,3.5,695,tim_hunter
2105,TRON,1982,6,3.3,14666,steven_lisberger
2106,Swing Kids,1993,4.6,3.5,4819,thomas_carter_ii
2107,Halloween H20: 20 Years Later,1998,5.5,2.8,14935,steve_miner
2108,L.A. Story,1991,7.4,3.2,3117,mick_jackson
2109,The Jerk,1979,6.5,3.6,10847,carl_reiner
2110,Dead Men Don't Wear Plaid,1982,6.5,0,0,carl_reiner
2111,The Man with Two Brains,1983,6,3,4360,carl_reiner
2112,Grand Canyon,1991,6.9,3.4,1857,lawrence_kasdan
2113,Graveyard Shift,1990,3.8,0,0,ralph_s_singleton
2114,The Outsiders,1983,6.1,3.6,24069,francis_ford_coppola
2115,Indiana Jones and the Temple of Doom,1984,7.2,3.7,87518,steven_spielberg
2116,The Lord of the Rings: The Return of the King,2003,8.6,3.7,288649,peter_jackson
2117,Nineteen Eighty-Four,1984,6.4,3.5,17133,michael_radford
2118,The Dead Zone,2002,\N,\N,\N,
2119,Maximum Overdrive,1986,2.9,0,0,stephen_king
2120,Needful Things,1993,4,3,2983,fraser_heston
2121,Cujo,1983,5.6,0,0,lewis_teague
2122,Children of the Corn,1984,4.1,0,0,fritz_kiersch
2123,All Dogs Go to Heaven,1989,5.2,3.2,20551,
2124,The Addams Family,1991,5.6,3.2,28704,barry_sonnenfeld
2125,Ever After,1998,7.5,3.5,71637,andy_tennant
2126,Snake Eyes,1998,5.2,2.8,8922,brian_de_palma
2127,First Love Last Rites,1997,6.1,0,0,jesse_peretz
2128,Safe Men,1998,6,3.4,851,john_hamburg
2129,Die Salzmänner von Tibet,1997,0,0,0,ulrike_koch
2130,Atlantic City,1980,8.7,0,0,louis_malle
2131,Höstsonaten,1978,8,4.1,2226,ingmar_bergman
2132,Who's Afraid of Virginia Woolf?,1966,8.6,4.1,5164,mike_nichols
2133,Adventures in Babysitting,1987,6.2,3.2,12565,chris_columbus
2134,Weird Science,1985,5.6,3.2,14712,1053315-john_hughes
2137,Charlotte's Web,2006,7,3.3,39179,gary_winick
2138,Watership Down,1978,7,3.6,5277,martin_rosen
2139,The Secret of NIMH,1982,6.8,3.5,7964,don_bluth
2140,The Dark Crystal,1982,6.1,3.6,35382,jim_henson
2141,An American Tail,1986,6.2,3.3,13516,don_bluth
2142,An American Tail: Fievel Goes West,1991,5.4,3.2,16427,phil_nibbelink
2143,Legend,1985,5.4,3.5,26271,director-ridley-scott
2144,Sixteen Candles,1984,7,3.7,44572,1053315-john_hughes
2145,Pretty in Pink,1986,6.3,3.5,37255,howard_deutch
2146,St. Elmo's Fire,1985,4.7,0,0,joel_schumacher
2147,The Clan of the Cave Bear,1986,3.7,2.9,1148,michael_chapman
2148,House M.D.,2004,\N,\N,\N,peter_ofallon
2149,House II: The Second Story,1987,3,0,0,ethan_wiley
2150,The Gods Must Be Crazy,1980,7.4,3.5,7965,jamie_uys
2151,The Gods Must Be Crazy II,1989,5.1,3.4,2600,jamie_uys
2152,Air Bud: Golden Receiver,1998,4,2.7,7798,1080722-richard_martin
2154,How Stella Got Her Groove Back,1998,5.5,3.1,4439,kevin_rodney_sullivan
2155,Slums of Beverly Hills,1998,6.9,3.3,1834,tamara_jenkins
2156,Il testimone dello sposo,1998,5.7,2.7,49,pupi_avati
2157,La femme de chambre du Titanic,1997,6.5,0,0,bigas_luna
2158,Henry: Portrait of a Serial Killer Part 2,1996,0,0,0,chuck_parello
2159,Henry: Portrait of a Serial Killer,1986,7.3,3.6,2890,john_mcnaughton
2160,Rosemary's Baby,1968,0,0,0,don-hawks
2162,The Neverending Story II: The Next Chapter,1990,3.3,0,0,1042523-george_miller
2163,Attack of the Killer Tomatoes!,1978,3.9,0,0,john_de_bello
2164,Surf Nazis Must Die,1987,0,0,0,peter_george
2165,Your Friends & Neighbors,1998,7,3.3,1418,neil_labute
2166,Return to Paradise,1998,6.6,3.5,1723,joseph_ruben
2167,Blade,1998,5.7,3.6,87683,stephen_norrington
2168,Dance with Me,1998,5.4,3.2,7621,randa_haines
2169,Dead Man on Campus,1998,3.6,2.7,3796,alan_cohn
2170,Wrongfully Accused,1998,3.8,2.8,2483,pat_proft
2171,Next Stop Wonderland,1998,6.8,3.5,910,brad_anderson
2172,Strike!,1998,6.8,3.5,2267,sarah_kernochan
2173,The Navigator: A Mediaeval Odyssey,1988,6.5,0,0,vincent_ward
2174,Beetle Juice,1988,7,3.4,84134,tim_burton
2175,Deja Vu,2006,0,0,0,tony_scott
2176,Rope,1948,7.8,4,9199,alfred_hitchcock
2177,Family Plot,1976,7,3.3,1981,alfred_hitchcock
2178,Frenzy,1972,7.4,3.6,3790,alfred_hitchcock
2179,Topaz,1969,6.4,3,1779,alfred_hitchcock
2180,Torn Curtain,1966,6.5,3.3,2910,alfred_hitchcock
2181,Marnie,1964,6.8,0,0,alfred_hitchcock
2182,The Wrong Man,1956,8.3,3.6,2616,alfred_hitchcock
2183,The Man Who Knew Too Much,1956,7.7,0,0,alfred_hitchcock
2184,The Trouble with Harry,1955,7.4,3.6,3827,alfred_hitchcock
2185,I Confess,1953,7.2,3.6,2474,alfred_hitchcock
2186,Strangers on a Train,1951,8.7,4,9106,alfred_hitchcock
2187,Stage Fright,1950,7,3.4,2015,alfred_hitchcock
2188,54,1998,4.1,2.8,4129,1105876-mark_christopher
2189,I Married a Strange Person!,1997,6.1,3.8,688,bill_plympton
2190,Why Do Fools Fall in Love,1998,5.8,3.5,1989,gregory_nava
2191,Keep the Aspidistra Flying,1997,7,3.2,753,robert_bierman
2192,Regarde la mer,1997,7.3,3.4,370,francois_ozon
2193,Willow,1988,5.4,3.4,36518,ron_howard
2194,The Untouchables,1987,7.2,3.8,40677,brian_de_palma
2195,Dirty Work,1998,3.9,3.1,3838,bob_saget
2196,Knock Off,1998,2.9,2.6,1992,tsui_hark
2197,Firelight,1997,5.2,3.8,672,william_nicholson
2199,Griffin & Phoenix,2006,0,0,0,michael_akers
2200,Under Capricorn,1949,5.9,3,851,alfred_hitchcock
2201,The Paradine Case,1947,6.2,3.2,1208,alfred_hitchcock
2202,Lifeboat,1944,7.8,3.8,2621,alfred_hitchcock
2203,Shadow of a Doubt,1943,8.9,4,5376,alfred_hitchcock
2204,Saboteur,1942,6.7,3.6,2467,alfred_hitchcock
2205,Mr. & Mrs. Smith,2005,6,3.4,230941,doug_liman
2206,Guilty by Suspicion,1991,6.2,3.2,728,irwin_winkler
2207,Jamaica Inn,1939,5.5,3,1259,alfred_hitchcock
2208,The Lady Vanishes,1938,8.3,4,4078,alfred_hitchcock
2209,Young and Innocent,1937,7.5,3.4,889,alfred_hitchcock
2210,Sabotage,1936,7.3,3.5,1459,alfred_hitchcock
2214,Number Seventeen,1932,0,0,0,alfred_hitchcock
2215,Rich and Strange,1931,6.4,0,0,alfred_hitchcock
2216,The Skin Game,1931,0,2.7,145,alfred_hitchcock
2218,Juno and the Paycock,1930,5.1,0,0,alfred_hitchcock
2220,The Manxman,1929,0,3.1,502,alfred_hitchcock
2221,Blackmail,1929,6.7,3.4,1310,alfred_hitchcock
2222,Champagne,1928,0,0,0,alfred_hitchcock
2223,The Farmer's Wife,1928,0,0,0,1051480-david_sutherland
2225,Easy Virtue,2008,5.8,3.1,16900,stephan_elliott
2226,The Ring,2002,6.6,3,146246,gore_verbinski
2227,The Lodger,2009,3.6,2.9,1023,david_ondaatje
2229,The Pleasure Garden,1925,0,0,0,alfred_hitchcock
2231,Rounders,1998,6.2,3.7,21780,john_dahl
2232,Cube,1997,6.1,3.5,22869,vincenzo_natali
2233,Digging to China,1998,4.4,3.7,506,timothy_hutton
2235,One Man's Hero,1999,4.8,3.1,305,lance_hool
2236,Simon Birch,1998,5.8,3.4,8747,mark_johnson
2237,Without Limits,1998,6.5,4,1947,robert_towne
2238,Pasqualino Settebellezze,1975,8.2,4,557,lina-wertmuller
2239,Travolti da un insolito destino nell'azzurro mare d'agosto,1974,5.9,3.7,857,lina-wertmuller
2240,My Bodyguard,1980,6.5,3.4,1236,tony_bill
2241,Class,1983,4.7,3,1523,lewis_john_carlino
2242,Grandview U.S.A.,1984,0,0,0,randal_kleiser
2243,Broadcast News,1987,8.1,3.5,2524,james_l_brooks
2244,The Allnighter,1987,2.5,2.9,329,tamar_simon_hoffs
2245,Working Girl,1988,6.7,3.1,6043,mike_nichols
2246,Stars and Bars,1988,0,0,0,pat_oconnor
2247,Married to the Mob,1988,7.2,0,0,jonathan_demme
2248,Say Anything...,1989,8.1,3.6,20891,cameron_crowe
2249,My Blue Heaven,1990,5.5,3,2634,herbert_ross
2250,Men Don't Leave,1990,6.6,3.4,202,paul_brickman
2251,The Cabinet of Dr. Ramirez,1991,\N,\N,\N,_0783299
2252,Heroes,2006,0,0,0,selwyn-roberts
2253,Toys,1992,4.1,2.6,6312,barry_levinson
2255,Young Doctors in Love,1982,4.2,2.7,366,garry_marshall
2256,Parasite,1982,2.2,0,0,andrew_prendergast
2257,No Small Affair,1984,5.7,0,0,jerry-schatzberg
2258,Shao Lin san shi liu fang,1978,0,0,0,chia-liang-liu
2259,Blame It on Rio,1984,2.9,2.8,1097,stanley_donen
2260,Filth and Wisdom,2008,3.9,3,1070,madonna
2261,One Crazy Summer,1986,5.6,3.3,3309,savage_steve_holland
2262,Last Night,1998,7.2,3.8,1691,don_mckellar
2263,The Seventh Sign,1988,3.7,3.1,3031,carl_schultz
2264,We're No Angels,1989,5.1,2.9,2176,neil_jordan
2265,Nothing But Trouble,1991,2.2,0,0,dan_aykroyd
2266,The Butcher's Wife,1991,3.8,2.7,1218,terry_hughes
2267,Mortal Thoughts,1991,5.6,2.9,1404,alan_rudolph
2268,A Few Good Men,1992,6.8,3.6,26934,rob_reiner
2269,Indecent Proposal,1993,4.7,2.9,7358,adrian_lyne
2270,A Century of Cinema,1994,\N,\N,\N,_0858599
2271,Permanent Midnight,1998,5.7,3.2,1302,david_veloz
2272,One True Thing,1998,7.2,3.4,2813,carl_franklin
2273,Rush Hour,1998,6,3.4,73231,brett_ratner
2275,Six-String Samurai,1998,6,3.7,2140,lance_mungia
2276,A Soldier's Daughter Never Cries,1998,7,3.4,482,james_ivory
2278,Ronin,1998,6.3,3.5,26379,john_frankenheimer
2279,Urban Legend,1998,4.3,2.7,15231,jamie_blanks
2280,Clay Pigeons,1998,6.2,3.4,2336,david_dobkin
2281,Snitch,1998,7,3.3,386,ted_demme
2282,Pecker,1998,5.7,3.2,3201,1059231-john_waters
2283,The Sheltering Sky,1990,5.2,3.8,1679,bernardo_bertolucci
2284,Bandit Queen,1994,7.5,3.6,1049,shekhar_kapur
2285,If....,1968,7.9,4.1,2971,lindsay_anderson
2286,The Fiendish Plot of Dr. Fu Manchu,1980,3.6,3,277,piers_haggard
2287,Ils,2006,6,3.4,4393,david_moreau
2288,The Thing,1982,0,0,0,nanni_moretti
2289,The Player,1992,0,0,0,robert_altman
2290,Stardust Memories,1980,6.6,3.8,2789,woody_allen
2291,Edward Scissorhands,1990,7.6,3.8,145994,tim_burton
2292,Overnight Delivery,1998,4.9,0,0,jason_bloom
2293,Shadrach,1998,5.8,3.6,134,susanna_styron
2294,Antz,1998,7.7,2.9,33465,eric_darnell
2295,Impostor,2001,3.9,3,1418,gary_fleder
2296,A Night at the Roxbury,1998,3.4,3.1,27913,john_fortenberry
2297,What Dreams May Come,1998,5.7,3.6,31618,vincent_ward
2298,Strangeland,1998,2.3,3.5,4041,john-pieplow
2299,The Battle of the Sexes,1959,0,0,0,charles_crichton
2300,The Producers,2005,5.8,3.1,31343,susan_stroman
2301,History of the World: Part I,1981,5.6,0,0,mel_brooks
2302,My Cousin Vinny,1992,6.9,0,0,jonathan_lynn
2303,Nashville,1975,8.6,4.1,3090,robert_altman
2304,Love Is the Devil: Study for a Portrait of Francis Bacon,1998,0,0,0,john_maybury
2305,Slam,1998,6.8,3.9,549,marc_levin
2306,Holy Man,1998,3.6,2.4,3310,stephen_herek
2307,One Tough Cop,1998,4.2,2.8,405,bruno_barreto
2308,Detroit 9000,1973,5.4,2.9,572,arthur_marks
2311,2010,1984,5.7,3.2,5956,peter_hyams
2312,Children of a Lesser God,1986,7.1,3.6,2089,randa_haines
2313,The Elephant Man,1980,8.2,3.9,16869,david_lynch
2314,Beloved,1998,7.1,3.3,2521,jonathan_demme
2316,Practical Magic,1998,4.4,3.2,24912,griffin_dunne
2317,Life During Wartime,1997,5.6,0,0,evan-dunsky
2318,Happiness,1998,7.9,4,11088,todd_solondz
2319,Reach the Rock,1998,4.5,3.4,22,william-ryan
2320,Apt Pupil,1998,6,3.1,5334,bryan_singer
2321,Pleasantville,1998,7.5,3.3,22512,gary_ross
2322,Soldier,1998,3.5,2.8,5503,paul_anderson
2323,Valkyrie,2008,6,3.5,113378,bryan_singer
2324,La vita è bella,1997,7.5,4.3,65601,roberto_benigni
2325,Orgazmo,1997,5.1,3.2,9287,trey_parker
2326,Shattered Image,1998,4.8,0,0,raoul_ruiz
2327,Tales from the Darkside: The Movie,1990,4.5,3.1,2283,1044270-john_harrison
2329,American History X,1998,7.2,4.2,140060,tony_kaye
2330,Hands on a Hard Body: The Documentary,1997,7.1,4.1,320,sr_bindler
2331,Living Out Loud,1998,6.3,3.4,845,richard_lagravenese
2332,Belly,1998,3.9,3.9,6432,hype_williams
2333,Gods and Monsters,1998,8.4,3.7,3109,bill_condon
2334,The Siege,1998,5.8,3.1,8405,edward_zwick
2335,The Waterboy,1998,4.6,3.4,79240,frank_coraci
2336,Elizabeth,1998,7.3,3.8,19341,shekhar_kapur
2337,Velvet Goldmine,1998,6.5,3.7,10467,todd_haynes
2338,I Still Know What You Did Last Summer,1998,3.3,2.6,19948,danny_cannon
2339,I'll Be Home for Christmas,1998,3.9,2.6,3438,arlene_sanford
2340,Meet Joe Black,1998,5.6,3.4,38972,martin_brest
2341,Dancing at Lughnasa,1998,6.1,3.4,869,pat_oconner
2342,Hard Core Logo,1996,6.4,0,0,bruce_mcdonald
2343,The Naked Man,1998,4.9,0,0,j_todd_anderson
2344,Runaway Train,1985,7.1,3.5,1615,andreykonchalovskiy
2345,Desert Bloom,1986,7,0,0,eugene_corr
2346,The Stepford Wives,2004,4.7,2.6,14476,frank_oz
2347,The Pope of Greenwich Village,1984,7.4,3.5,970,michael_cimino
2348,Sid and Nancy,1986,7.3,3.5,6365,alex_cox
2349,Mona Lisa Smile,2003,4.9,3.1,23577,mike_newell
2350,Heart Condition,1990,3.3,2.9,842,james_d_parriott
2351,Le notti di Cabiria,1957,8.7,4.4,3465,federico_fellini
2352,The Big Chill,1983,6.1,3.6,4386,lawrence_kasdan
2353,Enemy of the State,1998,6.4,3.5,34766,tony_scott
2354,The Rugrats Movie,1998,5.8,2.8,6870,igor_kovalyov
2355,A Bug's Life,1998,7.9,3.3,64405,john_lasseter
2356,Celebrity,1998,5.6,3,3241,woody_allen
2357,Central do Brasil,1998,7.9,4.2,3839,walter-salles-jr
2358,Savior,1998,6.8,3.7,947,peter-antonijevic
2359,Waking Ned,1998,7,3.6,4612,1128005-kirk_jones
2360,Festen,1998,8,4.3,5434,thomas_vinterberg
2361,Pink Flamingos,1972,6.6,3.6,4901,1059231-john_waters
2362,Glen or Glenda,1953,3.6,2.6,1851,daniel_davis_edward_d_wood_jr
2363,Gojira,1954,7.6,4.1,2309,inoshiro-honda
2365,Kingu Kongu tai Gojira,1962,4.4,3.1,2636,inoshiro-honda
2366,King Kong,2005,7.7,2.8,207337,peter_jackson
2368,King Kong Lives,1986,1.6,2.7,5069,charles_mccracken_ii
2369,Desperately Seeking Susan,1985,6.7,2.8,3449,susan_seidelmun
2370,The Emerald Forest,1985,7.2,0,0,john_boorman
2371,Fletch,1985,6.4,3.3,6895,michael_ritchie
2372,Fletch Lives,1989,4.1,2.9,2636,michael_ritchie
2373,Red Sonja,2011,0,0,0,douglas_aarniokoski
2374,Gung Ho,1986,5.3,3,1121,ron_howard
2375,The Money Pit,1986,4.8,3,7189,richard_benjamin
2376,A View to a Kill,1985,4.8,3.1,12502,john_glen
2377,Lifeforce,1985,5.4,0,0,tobe_hooper
2378,Police Academy,1984,4.6,0,0,hugh_wilson
2379,Police Academy 2: Their First Assignment,1985,3.1,0,0,jerry_paris
2380,Police Academy 3: Back in Training,1986,4.2,2.8,6533,jerry_paris
2381,Police Academy 4: Citizens on Patrol,1987,2.4,2.7,6328,jim_drake_ii
2382,Police Academy 5: Assignment: Miami Beach,1988,0,0,0,alan_myerson
2383,Police Academy 6: City Under Siege,1989,1.2,0,0,peter_bonerz
2384,Babe: Pig in the City,1998,6.2,2.8,9741,1042523-george_miller
2385,Home Fries,1998,4.8,2.5,4100,dean_parisot
2386,Ringmaster,1998,3,2.1,443,neil_abramson
2387,Very Bad Things,1998,5.6,3,5484,1001257-peter_berg
2388,Hamam,1997,6.3,3.7,781,ferzan_ozpetek
2390,Little Voice,1998,7.2,3.4,2979,mark_herman
2391,A Simple Plan,1998,8.1,3.4,7546,sam_raimi
2392,Jack Frost,1998,3.8,2.8,6973,troy_miller
2393,Star Trek: Insurrection,1998,5.8,3.1,13225,jonathan_frakes
2394,The Prince of Egypt,1998,7,3.1,16105,brenda_chapman
2395,Rushmore,1998,7.8,3.7,34168,wes_anderson
2396,Shakespeare in Love,1998,8.1,3.3,30161,john_madden
2397,Mass Appeal,1984,0,0,0,glenn_jordan
2400,Prancer,1989,6,3,1515,john_d_hancock
2401,Pale Rider,1985,7.3,3.6,8286,clint_eastwood
2402,Rambo: First Blood Part II,1985,4.1,3.1,18865,george_p_cosmatos
2403,First Blood,1982,7.1,3.5,23595,ted_kotcheff
2404,Rambo III,1988,4.6,2.9,16200,peter_macdonald
2405,The Jewel of the Nile,1985,4.9,3,7338,lewis_teague
2406,Romancing the Stone,1984,7,3.2,14494,robert_zemeckis
2407,Cocoon,1985,6.1,3.1,7543,ron_howard
2408,Cocoon: The Return,1988,4.6,2.7,2029,daniel_petrie
2409,Rocky II,1979,6.4,3.4,51625,sylvester_stallone
2410,Rocky III,1982,5.4,3.3,48532,sylvester_stallone
2411,Rocky IV,1985,4.7,3.4,53876,sylvester_stallone
2412,Rocky V,1990,4,2.8,34216,john_g_avildsen
2413,Clue,1985,6.2,3.6,16850,jonathan_lynn
2414,Young Sherlock Holmes,1985,5.6,3.3,2485,barry_levinson
2415,Violets Are Blue...,1986,5.3,3.4,93,jack-fisk
2416,Back to School,1986,6.8,2.9,3814,alan_metter
2417,Heartburn,1986,5.7,3.2,1466,mike_nichols
2418,Nothing in Common,1986,5.8,2.8,1198,garry_marshall
2419,Extremities,1986,5.9,0,0,robert_m_young
2420,The Karate Kid,1984,6.9,3.3,20688,john_g_avildsen
2421,The Karate Kid Part II,1986,4.8,0,0,john_g_avildsen
2422,The Karate Kid Part III,1989,4.1,2.8,9109,john_g_avildsen
2423,Christmas Vacation,1989,6.2,3.5,21650,jeremiah_s_chechik
2424,You've Got Mail,1998,6.2,3.1,60706,nora_ephron
2425,The General,1926,8.9,4.4,3785,clyde_bruckman
2426,The Theory of Flight,1998,5.6,3.5,345,paul_greengrass
2427,The Thin Red Line,1998,7.1,3.4,27248,terrence_malick
2428,The Faculty,1998,5.6,2.9,14071,robert_rodriguez
2429,Mighty Joe Young,1998,5.8,2.8,10755,ron_underwood
2431,Patch Adams,1998,4,3.3,20869,tom_shadyac
2432,Stepmom,1998,5.1,3.3,22696,chris_columbus
2433,A Civil Action,1998,6.4,3.1,3573,steven_zaillian
2434,Down in the Delta,1998,6.8,3.6,434,maya_angelou
2435,Hurlyburly,1998,5.9,3.2,1455,anthony_drazan
2436,Tea with Mussolini,1999,6.4,3.5,1769,franco_zeffirelli
2437,Wilde,1997,\N,\N,\N,brian_gilbert
2439,Affliction,1997,7.6,3.4,1078,paul_schrader
2440,Another Day in Paradise,1998,5.7,3.2,1703,1176587-larry_clark
2441,The Hi-Lo Country,1998,5.4,3.1,620,stephen_frears
2442,Hilary and Jackie,1998,7.5,3.7,1702,anand_tucker
2443,Playing by Heart,1998,6,3.6,5334,willard_carroll
2444,24 7: Twenty Four Seven,1997,5.7,3.9,451,shane_meadows
2445,At First Sight,1999,5.2,2.9,2599,irwin_winkler
2446,Requiem for a Dream,2000,7.4,4.1,103666,darren_aronofsky
2447,Varsity Blues,1999,5,3.2,17053,brian_robbins
2448,Virus,1999,3.2,2.4,2719,john_bruno
2449,The Garbage Pail Kids Movie,1987,1.9,2.6,1589,rodney_amateau
2450,Howard the Duck,1986,2.5,2.6,7309,willard_huyck
2451,The Ninth Gate,1999,4.9,3.2,23993,roman_polanski
2452,The Gate II: Trespassers,1990,0,0,0,tibor_takacs
2453,The Boy Who Could Fly,1986,5.9,3.2,1754,1040953-nick_castle
2454,The Fly,1986,8,3.3,14099,david_cronenberg
2456,The Fly II,1989,4.4,0,0,chris_walas
2457,Running Scared,2006,4.5,3.6,35992,1150240-wayne_kramer
2458,Armed and Dangerous,1986,3,0,0,mark_l_lester
2459,The Texas Chainsaw Massacre,2003,4.8,3.2,36030,marcus_nispel
2460,The Texas Chainsaw Massacre 2,1986,4.6,2.9,8495,tobe_hooper
2461,Leatherface: Texas Chainsaw Massacre III,1990,3.4,2.9,6411,jeff_burr
2462,The Return of the Texas Chainsaw Massacre,1994,3.2,2.4,5539,kim_henkel
2463,Ruthless People,1986,6.7,3.1,3852,david_zucker
2464,Trick 'r Treat,2007,7.5,3.5,15410,michael_dougherty
2465,Deadly Friend,1986,3.7,0,0,wes_craven
2466,Belizaire the Cajun,1986,6.2,3.6,147,glen_pitre
2467,Der Name der Rose,1986,6.2,3.6,8830,jeanjacques_annaud
2468,Jumpin' Jack Flash,1986,3.9,2.8,4253,penny_marshall
2469,Peggy Sue Got Married,1986,6.8,2.9,5428,francis_ford_coppola
2470,Crocodile Dundee,1986,6.6,3,11828,peter-faiman
2471,'Crocodile' Dundee II,1988,3.6,0,0,john_cornell
2472,Tough Guys Don't Dance,1987,4.9,3.3,251,norman_mailer
2473,Soul Man,1986,3,2.6,1023,steve_miner
2474,The Color of Money,1986,7.3,3.3,8226,martin_scorsese
2475,52 Pick-Up,1986,5.8,3.1,248,john_frankenheimer
2476,Heartbreak Ridge,1986,6.7,3.5,4368,clint_eastwood
2477,Firewalker,1986,3,2.8,1109,j_lee_thompson
2478,¡Three Amigos!,1986,5.2,3.1,12978,john_landis
2479,Gloria,1999,4.1,2.7,660,sidney_lumet
2480,Nettoyage à sec,1997,6.6,3.1,198,anne_fontaine
2481,My Name Is Joe,1998,7.3,3.8,1146,ken_loach
2482,Still Crazy,1998,6.5,3.8,1495,brian_gibson
